outlet_id	domain	year	brand_type	verdict	tier	artefact_url	http_status	title	matched_keyword	article_urls	shared_domain	checked_on	human_checked	human_verdict	human_note
che_24heures	24heures.ch	2024	outlet	A3-arts?	A3	https://web.archive.org/web/20240702005221id_/https://www.24heures.ch/	200	24 heures | l’actualité du canton de Vaud, de la Suisse et du monde	24heures		no	2026-09-15			
che_24heures	24heures.ch	2026	outlet	no-title		https://web.archive.org/web/20260630081802id_/https://www.24heures.ch/	200				no	2026-09-15			
che_blick	blick.ch	2024	outlet	shared	A3	https://web.archive.org/web/20240630124019id_/https://www.blick.ch/	200	Blick: Nachrichten und Schlagzeilen aus der Schweiz und aller Welt	blick		yes	2026-09-15			
che_blick	blick.ch	2026	outlet	shared	A3	https://web.archive.org/web/20260630223914id_/https://www.blick.ch/	200	Blick: Nachrichten und Schlagzeilen aus der Schweiz und aller Welt	blick	300	yes	2026-09-15			
che_bluenews	bluewin.ch	2016	aggregator	A3	A3	https://web.archive.org/web/20160702192239id_/https://www.bluewin.ch/de/index.html	200	Bluewin | Top News online, Sport, Unterhaltung & Online TV	bluewin	300	no	2026-09-15			
che_bluenews	bluewin.ch	2019	aggregator	A3	A3	https://web.archive.org/web/20190630232356id_/https://www.bluewin.ch/de/index.html	200	Bluewin | Home	bluewin	300	no	2026-09-15			
che_bluenews	bluewin.ch	2020	aggregator	A3	A3	https://web.archive.org/web/20200630154850id_/https://www.bluewin.ch/de/index.html	200	Bluewin | Home	bluewin	300	no	2026-09-15			
che_bluenews	bluewin.ch	2021	aggregator	A3	A3	https://web.archive.org/web/20210630233150id_/https://www.bluewin.ch/de/index.html	200	blue News | Home	bluenews	300	no	2026-09-15			
che_bluenews	bluewin.ch	2022	aggregator	A3	A3	https://web.archive.org/web/20220701035133id_/https://www.bluewin.ch/de/index.html	200	blue News - Aktuelle News, bester Sport und Entertainment	bluenews	300	no	2026-09-15			
che_bluenews	bluewin.ch	2023	aggregator	A3	A3	https://web.archive.org/web/20230701091147id_/https://www.bluewin.ch/de/index.html	200	blue News | Bluewin E-Mail | Schlagzeilen, Politik, Sport, People	bluenews	300	no	2026-09-15			
che_bluenews	bluewin.ch	2024	aggregator	A3	A3	https://web.archive.org/web/20240630204640id_/https://www.bluewin.ch/de/index.html	200	blue News | bluewin E-Mail | News, Politik, Sport, People	bluenews	300	no	2026-09-15			
che_bluenews	bluewin.ch	2025	aggregator	no-title		https://web.archive.org/web/20250701133116id_/https://www.bluewin.ch/de/index.html	200			300	no	2026-09-15			
che_bluenews	bluewin.ch	2026	aggregator	A3	A3	https://web.archive.org/web/20260630184542id_/https://www.bluewin.ch/de	200	News & E-Mail bei blue News | Schweiz, Sport, People, Ausland	bluenews	300	no	2026-09-15			
che_laliberte	laliberte.ch	2020	outlet	A3	A3	https://web.archive.org/web/20200701044934id_/https://www.laliberte.ch/	200	La Liberté - Quotidien romand édité à Fribourg	laliberte	300	no	2026-09-15			
che_laliberte	laliberte.ch	2021	outlet	A3	A3	https://web.archive.org/web/20210702075705id_/https://www.laliberte.ch/	200	La Liberté - Quotidien romand édité à Fribourg	laliberte	300	no	2026-09-15			
che_lematin	lematin.ch	2018	outlet	shared	A3	https://web.archive.org/web/20180701004705id_/https://www.lematin.ch/	200	Le Matin, l'actualité en direct: Suisse, sports, people, faits divers, politique, économie, techno, auto	lematin	300	yes	2026-09-15			
che_lematin	lematin.ch	2019	outlet	shared	A3	https://web.archive.org/web/20190701000423id_/https://www.lematin.ch/	200	Le Matin, l'actualité en direct: Suisse, sports, people, faits divers, politique, économie, techno, auto	lematin	300	yes	2026-09-15			
che_lematin	lematin.ch	2021	outlet	shared	A3	https://web.archive.org/web/20210630143419id_/https://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse romande et dans le monde	lematin		yes	2026-09-15			
che_lematin	lematin.ch	2022	outlet	shared	A3	https://web.archive.org/web/20220630233000id_/http://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse et dans le monde	lematin	300	yes	2026-09-15			
che_lematin	lematin.ch	2024	outlet	shared	A3	https://web.archive.org/web/20240701000006id_/https://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse et dans le monde	lematin	300	yes	2026-09-15			
che_lematin	lematin.ch	2025	outlet	shared	A3	https://web.archive.org/web/20250701002453id_/https://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse et dans le monde	lematin	300	yes	2026-09-15			
che_lematindimanche	lematin.ch	2020	outlet	shared	A3	https://web.archive.org/web/20200630183848id_/https://www.lematin.ch/	200	Le Matin, l'actualité en direct: Suisse, sports, people, faits divers, politique, économie, techno, auto	matin	300	yes	2026-09-15			
che_lematindimanche	lematin.ch	2021	outlet	shared	A3	https://web.archive.org/web/20210630143419id_/https://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse romande et dans le monde	matin	300	yes	2026-09-15			
che_lematindimanche	lematin.ch	2023	outlet	shared	A3	https://web.archive.org/web/20230630235304id_/http://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse et dans le monde	matin		yes	2026-09-15			
che_lematindimanche	lematin.ch	2024	outlet	shared	A3	https://web.archive.org/web/20240701000006id_/https://www.lematin.ch/	200	Le Matin: toute l'actualité en Suisse et dans le monde	matin	300	yes	2026-09-15			
che_lematindimanche	lematin.ch	2026	outlet	shared		https://web.archive.org/web/20260701043139id_/https://www.lematin.ch/	200			300	yes	2026-09-15			
che_letemps	letemps.ch	2018	outlet	A3	A3	https://web.archive.org/web/20180706163432id_/https://www.letemps.ch/	200	Site suisse d'information - Le Temps	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2019	outlet	A3	A3	https://web.archive.org/web/20190630192835id_/https://www.letemps.ch/	200	Site suisse d'information - Le Temps	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2020	outlet	A3	A3	https://web.archive.org/web/20200701080617id_/https://www.letemps.ch/	200	Site suisse d'information - Le Temps	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2021	outlet	A3	A3	https://web.archive.org/web/20210701034137id_/https://www.letemps.ch/	200	Site suisse d'information - Le Temps	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2023	outlet	A3	A3	https://web.archive.org/web/20230630235308id_/http://www.letemps.ch/	200	Le Temps	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2024	outlet	A3	A3	https://web.archive.org/web/20240701003739id_/https://www.letemps.ch/	200	Le Temps	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2025	outlet	A3	A3	https://web.archive.org/web/20250701001727id_/https://www.letemps.ch/	200	Le Temps: actualités et informations en Suisse et dans le Monde	letemps	300	no	2026-09-15			
che_letemps	letemps.ch	2026	outlet	no-title		https://web.archive.org/web/20260701011354id_/https://www.letemps.ch/	200			300	no	2026-09-15			
che_luzernerzeitung	luzernerzeitung.ch	2020	outlet	A3	A3	https://web.archive.org/web/20200702024836id_/https://www.luzernerzeitung.ch/	200	Luzerner Zeitung | Aktuelle Nachrichten	luzernerzeitung	300	no	2026-09-15			
che_nau	nau.ch	2021	outlet	no-title		https://web.archive.org/web/20210630131746id_/https://www.nau.ch/	200			300	no	2026-09-15			
che_nau	nau.ch	2022	outlet	A3	A3	https://web.archive.org/web/20220701001206id_/https://www.nau.ch/	200	News für die Schweiz - Nau.ch	nau	300	no	2026-09-15			
che_nau	nau.ch	2023	outlet	A3	A3	https://web.archive.org/web/20230701000013id_/https://www.nau.ch/	200	News für die Schweiz - Nau.ch	nau	300	no	2026-09-15			
che_nau	nau.ch	2025	outlet	A3	A3	https://web.archive.org/web/20250701000218id_/https://www.nau.ch/	200	News für die Schweiz - Nau.ch	nau	300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2017	outlet	A3	A3	https://web.archive.org/web/20170703191930id_/http://www.lenouvelliste.ch/	200	Le Nouvelliste - Actualités du Valais, Nationales et Internationales	lenouvelliste	300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2018	outlet	A3	A3	https://web.archive.org/web/20180712184714id_/https://www.lenouvelliste.ch/	200	Le Nouvelliste - Actualités du Valais, Nationales et Internationales	lenouvelliste	300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2019	outlet	no-title		https://web.archive.org/web/20190630211335id_/https://www.lenouvelliste.ch/	200			300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2021	outlet	A3	A3	https://web.archive.org/web/20210629091126id_/https://www.lenouvelliste.ch/	200	Le Nouvelliste - Actualités du Valais, Nationales et Internationales	lenouvelliste	300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2022	outlet	A3	A3	https://web.archive.org/web/20220630232042id_/http://www.lenouvelliste.ch/	200	Le Nouvelliste	lenouvelliste	300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2024	outlet	A3	A3	https://web.archive.org/web/20240701001342id_/https://www.lenouvelliste.ch/	200	Le Nouvelliste | Site d'informations régionales valaisannes, sportive, suisse et internationale	lenouvelliste	300	no	2026-09-15			
che_nouvelliste	lenouvelliste.ch	2026	outlet	no-title		https://web.archive.org/web/20260624215506id_/https://www.lenouvelliste.ch/	200			300	no	2026-09-15			
che_nzz	nzz.ch	2016	outlet	A3-arts?	A3	https://web.archive.org/web/20160630191022id_/http://www.nzz.ch/	200	NZZ Startseite	nzz		no	2026-09-15			
che_nzz	nzz.ch	2017	outlet	A3-arts?	A3	https://web.archive.org/web/20170701020546id_/https://www.nzz.ch/	200	NZZ News – Aktuelle Nachrichten - Neue Zürcher Zeitung	zeitung		no	2026-09-15			
che_nzz	nzz.ch	2018	outlet	A3	A3	https://web.archive.org/web/20180701182935id_/https://www.nzz.ch/	200	NZZ News – Aktuelle Nachrichten - Neue Zürcher Zeitung	zeitung	300	no	2026-09-15			
che_nzz	nzz.ch	2019	outlet	A3-arts?	A3	https://web.archive.org/web/20190701045436id_/https://www.nzz.ch/	200	NZZ News – Aktuelle Nachrichten – Neue Zürcher Zeitung	zeitung		no	2026-09-15			
che_nzz	nzz.ch	2020	outlet	A3-arts?	A3	https://web.archive.org/web/20200630225752id_/https://www.nzz.ch/	200	NZZ – Neue Zürcher Zeitung | Aktuelle News, Hintergründe & mehr	zeitung		no	2026-09-15			
che_nzz	nzz.ch	2021	outlet	A3-arts?	A3	https://web.archive.org/web/20210701010707id_/https://www.nzz.ch/	200	NZZ – Neue Zürcher Zeitung | Aktuelle News, Hintergründe & mehr	zeitung		no	2026-09-15			
che_nzz	nzz.ch	2022	outlet	A3	A3	https://web.archive.org/web/20220701000136id_/https://www.nzz.ch/	200	NZZ – Neue Zürcher Zeitung | Aktuelle News, Hintergründe & mehr	zeitung	300	no	2026-09-15			
che_nzz	nzz.ch	2024	outlet	A3-arts?	A3	https://web.archive.org/web/20240701010412id_/https://www.nzz.ch/	200	NZZ – Neue Zürcher Zeitung | Aktuelle News, Hintergründe & mehr	zeitung		no	2026-09-15			
